date,open,high,low,close,volume
1995-10-26,4.6964,4.7317,4.5731,4.6832,3377383
1995-10-27,4.6611,4.8021,4.6611,4.7845,4351637
1995-10-30,4.8314,4.9725,4.8314,4.9196,6960370
1995-10-31,4.9901,5.0342,4.9284,4.9284,5245453
1995-11-01,4.9901,4.9989,4.8666,4.9989,5384394
1995-11-02,5.0166,5.1488,4.9989,5.14,5661708
1995-11-03,5.1576,5.1587,5.0606,5.1135,3357672
1995-11-06,5.0959,5.1135,4.9824,4.9945,2666088
1995-11-07,4.8578,4.9019,4.5669,4.6815,15906910
1995-11-08,4.7433,4.7962,4.589,4.6507,7141602
1995-11-09,4.8667,4.8843,4.7962,4.8667,5482979
1995-11-10,4.8314,4.8843,4.7785,4.8138,3532405
1995-11-13,4.8049,4.8578,4.7168,4.7344,2571274
1995-11-14,4.6551,4.6992,4.589,4.5934,3745297
1995-11-15,4.6374,4.6463,4.4082,4.5669,7278940
1995-11-16,4.5052,4.5846,4.4347,4.4347,5823725
1995-11-17,4.4346,4.4611,4.3949,4.4258,6585139
1995-11-20,4.4964,4.5229,4.3686,4.3818,5056733
1995-11-21,4.3994,4.4788,4.373,4.4435,4972150
1995-11-22,4.4699,4.4963,4.3553,4.3641,3432361
1995-11-24,4.3906,4.4435,4.3906,4.4435,1295527
1995-11-27,4.4788,4.492,4.2242,4.2319,8534896
1995-11-28,4.2407,4.4964,4.2231,4.4964,7039916
1995-11-29,4.514,4.5493,4.3906,4.4435,5110674
1995-11-30,4.3906,4.4831,4.2495,4.2936,4799619
1995-12-01,4.3289,4.3553,4.276,4.3024,4106267
1995-12-04,4.3729,4.4787,4.2627,4.3553,3950028
1995-12-05,4.373,4.373,4.2936,4.3289,3692929
1995-12-06,4.3553,4.3818,4.2583,4.3068,4685524
1995-12-07,4.3024,4.3465,4.2584,4.3377,3238929
1995-12-08,4.3994,4.4611,4.3289,4.4611,4303815
1995-12-11,4.4963,4.514,4.4699,4.4787,2700028
1995-12-12,4.4788,4.4887,4.3642,4.3906,2748198
1995-12-13,4.4082,4.4611,4.3729,4.417,3553789
1995-12-14,4.4171,4.4435,4.2319,4.2319,5361027
1995-12-15,4.2496,4.2937,4.0997,4.1085,9254218
1995-12-18,4.1084,4.1261,3.8924,4.0379,8923978
1995-12-19,4.0731,4.298,4.0555,4.2583,6566062
1995-12-20,4.2847,4.3112,4.1701,4.2054,5073349
1995-12-21,4.2319,4.2583,4.179,4.1966,4215051
1995-12-22,4.1878,4.2153,4.1349,4.1613,2938809
